children,contributors,date,form,fulltext_url,pages,parent,title,trove_id,url,volume
,"Hayes, D",1940-1949,Book,http://nla.gov.au/nla.obj-70443950,20,,Nursery rhyme holiday / by D. Hayes,nla.obj-70443950,https://trove.nla.gov.au/work/19215892,
,,1923,Book,http://nla.gov.au/nla.obj-852288908,40,,Die Ersten Bucher des wolkenwanderer verlages in Leipzig,nla.obj-852288908,https://trove.nla.gov.au/work/19215914,
,,1800,Multi Volume Book,http://nla.gov.au/nla.obj-187347224,82,nla.obj-187330712,Bankoku zusetsu fūdo bussanshi / Seiyōjin senjutsu yakuhon,nla.obj-187347224,https://trove.nla.gov.au/work/192167979,1.0
,,1800,Multi Volume Book,http://nla.gov.au/nla.obj-187347592,82,nla.obj-187330712,Bankoku zusetsu fūdo bussanshi / Seiyōjin senjutsu yakuhon,nla.obj-187347592,https://trove.nla.gov.au/work/192167979,2.0
,,1800,Multi Volume Book,http://nla.gov.au/nla.obj-187347809,84,nla.obj-187330712,Bankoku zusetsu fūdo bussanshi / Seiyōjin senjutsu yakuhon,nla.obj-187347809,https://trove.nla.gov.au/work/192167979,3.0
,,1800,Multi Volume Book,http://nla.gov.au/nla.obj-187347929,80,nla.obj-187330712,Bankoku zusetsu fūdo bussanshi / Seiyōjin senjutsu yakuhon,nla.obj-187347929,https://trove.nla.gov.au/work/192167979,4.0
,,1800,Multi Volume Book,http://nla.gov.au/nla.obj-187347993,80,nla.obj-187330712,Bankoku zusetsu fūdo bussanshi / Seiyōjin senjutsu yakuhon,nla.obj-187347993,https://trove.nla.gov.au/work/192167979,5.0
,,1800,Multi Volume Book,http://nla.gov.au/nla.obj-187348106,84,nla.obj-187330712,Bankoku zusetsu fūdo bussanshi / Seiyōjin senjutsu yakuhon,nla.obj-187348106,https://trove.nla.gov.au/work/192167979,6.0
,,1800,Multi Volume Book,http://nla.gov.au/nla.obj-187349228,90,nla.obj-187330712,Bankoku zusetsu fūdo bussanshi / Seiyōjin senjutsu yakuhon,nla.obj-187349228,https://trove.nla.gov.au/work/192167979,7.0
,,1800,Multi Volume Book,http://nla.gov.au/nla.obj-187350842,72,nla.obj-187330712,Bankoku zusetsu fūdo bussanshi / Seiyōjin senjutsu yakuhon,nla.obj-187350842,https://trove.nla.gov.au/work/192167979,8.0
,,1800,Multi Volume Book,http://nla.gov.au/nla.obj-187356003,98,nla.obj-187330712,Bankoku zusetsu fūdo bussanshi / Seiyōjin senjutsu yakuhon,nla.obj-187356003,https://trove.nla.gov.au/work/192167979,9.0
,,1800,Multi Volume Book,http://nla.gov.au/nla.obj-191468437,108,nla.obj-187330712,Bankoku zusetsu fūdo bussanshi / Seiyōjin senjutsu yakuhon,nla.obj-191468437,https://trove.nla.gov.au/work/192167979,10.0
nla.obj-187347224|nla.obj-187347592|nla.obj-187347809|nla.obj-187347929|nla.obj-187347993|nla.obj-187348106|nla.obj-187349228|nla.obj-187350842|nla.obj-187356003|nla.obj-191468437,,1800,Multi Volume Book,http://nla.gov.au/nla.obj-187330712,0,,Bankoku zusetsu fūdo bussanshi / Seiyōjin senjutsu yakuhon,nla.obj-187330712,https://trove.nla.gov.au/work/192167979,
,"Ramsden, Maude",1923-1941,Book,http://nla.gov.au/nla.obj-24403568,142,,Australian bush parables / by Maude Ramsden,nla.obj-24403568,https://trove.nla.gov.au/work/19217084,
,"Gurr, T. Stuart (Thomas Stuart), 1877-1960",1943-1957,Book,http://nla.gov.au/nla.obj-18240477,264,,The valley of the lost trail / Stuart Gurr,nla.obj-18240477,https://trove.nla.gov.au/work/19217125,
,"Gurr, T. Stuart (Thomas Stuart), 1877-1960",1944,Book,http://nla.gov.au/nla.obj-70865954,116,,The castaways / by T. Stuart Gurr,nla.obj-70865954,https://trove.nla.gov.au/work/19217135,
,"Hawker, Ruth M. (Ruth Marjorie)",1936,Book,http://nla.gov.au/nla.obj-18248991,80,,Yesterday : being the adventures of us three with the early colonists / by Ruth M. Hawker ; drawings and cover design (from hand-cut linoleum blocks) by Nora Young,nla.obj-18248991,https://trove.nla.gov.au/work/19217193,
,New South Wales Government Railways and Tramways,1905-1908,Book,http://nla.gov.au/nla.obj-94174511,58,,Trout fishing in New South Wales,nla.obj-94174511,https://trove.nla.gov.au/work/19217230,
,"Gurr, T. Stuart (Thomas Stuart), 1877-1960",1945,Book,http://nla.gov.au/nla.obj-18262489,36,,The magic hat : a fairy story / by T.S. Gurr ; illustrated by Betty van der Pot,nla.obj-18262489,https://trove.nla.gov.au/work/19217291,
,"Garner, George",1930-1933,Book,http://nla.gov.au/nla.obj-73572276,336,,Mystery men-o'-war / by George Garner ; with a frontispiece by A.S. Forrest and illustrations in colour and black and white by Claude Muncaster,nla.obj-73572276,https://trove.nla.gov.au/work/19217373,
,Royal Colonial Institute (Great Britain),1870-1875,Book,http://nla.gov.au/nla.obj-359668127,16,,The Royal Colonial Institute : regulations,nla.obj-359668127,https://trove.nla.gov.au/work/19217860,
,Royal Colonial Institute (Great Britain),1875,Book,http://nla.gov.au/nla.obj-359667211,24,,"List of Fellows of the Royal Colonial Institute, 1875",nla.obj-359667211,https://trove.nla.gov.au/work/19217868,
,"Pim, Bedford, 1826-1886",1859,Book,http://nla.gov.au/nla.obj-359651135,30,,"Remarks on the Isthmus of Suez, with special reference to the proposed canal / Bedford Pim",nla.obj-359651135,https://trove.nla.gov.au/work/19217915,
,"Langsford, W. Alfred",1895,Book,http://nla.gov.au/nla.obj-52818414,149,,"The life of Mr. John Langsford, fifty years a local preacher and class leader in the Wesleyan Methodist Church : with extracts from his diary / by his son, Rev. W. Alfred Langsford.....",nla.obj-52818414,https://trove.nla.gov.au/work/19218188,
,"Mercier, D. J. (Desire Joseph), 1851-1926",1916,Book,http://nla.gov.au/nla.obj-359677160,18,,A Signal of distress from the Belgian bishops to public opinion : the story of the Belgian deportations,nla.obj-359677160,https://trove.nla.gov.au/work/19218554,
,"Gay, Florence",1908,Book,http://nla.gov.au/nla.obj-24592828,206,,The druidess : a story for boys and others / by Florence Gay,nla.obj-24592828,https://trove.nla.gov.au/work/19219300,
,"Forrest, M. (Mabel), 1872-1935",1927,Book,http://nla.gov.au/nla.obj-52874190,287,,Hibiscus heart / by M. Forrest,nla.obj-52874190,https://trove.nla.gov.au/work/19219402,
,"Forrest, M. (Mabel), 1872-1935",1926,Book,http://nla.gov.au/nla.obj-52874131,282,,Gaming gods : a novel / by M. Forrest,nla.obj-52874131,https://trove.nla.gov.au/work/19219421,
,"McNutt, M. E. (Mollie E.)",1918-1920,Book,http://nla.gov.au/nla.obj-724040631,96,,Songs of bushland / by M.E.McNutt,nla.obj-724040631,https://trove.nla.gov.au/work/19219886,
,"Record, Robert",1944,Book,http://nla.gov.au/nla.obj-73572339,36,,Whitespot : the dingo puppy who would not eat meat,nla.obj-73572339,https://trove.nla.gov.au/work/19219966,
,"Kenyon, A. S. (Alfred Stephen), 1867-1943",1937,Book,http://nla.gov.au/nla.obj-31896351,646,,The story of Australia : its discoverers and founders / by Alfred S. Kenyon,nla.obj-31896351,https://trove.nla.gov.au/work/19220017,
,"Kessack, J. O'Connor",1909,Book,http://nla.gov.au/nla.obj-52385844,17,,The early struggle for political freedom in Scotland : a lecture delivered in 1907 / by J. O'Connor Kessack,nla.obj-52385844,https://trove.nla.gov.au/work/19220018,
,Melbourne Swimming Club,1919,Book,http://nla.gov.au/nla.obj-52864419,52,,"Melbourne Swimming Club season 1918-19 : souvenir containing a brief history of the club, list of office-bearers, statistics of championships, &c. from 1894 to 1919, also report and balance sheet, 1918-19, rules and bye-laws of the club",nla.obj-52864419,https://trove.nla.gov.au/work/19220232,
,"Shcherbakov, Aleksandr Sergeevich, 1901-1945",1943,Book,http://nla.gov.au/nla.obj-2312705,20,,"Under the banner of Lenin and Stalin victory will be ours! : address delivered at memorial meeting in commemoration of the nineteenth anniversary of the death of V.I. Lenin, Moscow, January 21, 1943 / A.S. Shcherbakov",nla.obj-2312705,https://trove.nla.gov.au/work/19220575,
,"Maclennan, Iain",1942,Book,http://nla.gov.au/nla.obj-40394969,43,,My two trips to Scotland : in song and story / Iain MacLennan,nla.obj-40394969,https://trove.nla.gov.au/work/19221823,
,Glasgow International Exhibition (1901),1901,Book,http://nla.gov.au/nla.obj-357693447,5,,Queensland : its food products,nla.obj-357693447,https://trove.nla.gov.au/work/19222034,
,"Stephenson, A. N",1917-1918,Book,http://nla.gov.au/nla.obj-359691117,4,,Battlefield and racecourse / by A.N. Stephenson,nla.obj-359691117,https://trove.nla.gov.au/work/19222089,
,"Birtles, Francis, 1881-1941",1924-1929,Book,http://nla.gov.au/nla.obj-52777587,16,,"Conquering the Australian bush, with other chapters of Oldsmobile achievement",nla.obj-52777587,https://trove.nla.gov.au/work/19223669,
,"Werner, E. T. C. (Edward Theodore Chalmers), 1864-1954",1932,Book,http://nla.gov.au/nla.obj-52873116,53,,The Chinese idea of the second self / by E. T. C. Werner ... ..,nla.obj-52873116,https://trove.nla.gov.au/work/19224202,
,Australian-Made Preference League,1925,Book,http://nla.gov.au/nla.obj-52810542,28,,Why you should buy Australian made,nla.obj-52810542,https://trove.nla.gov.au/work/19224269,
,Castlemaine Perkins Limited,1937,Book,http://nla.gov.au/nla.obj-52771375,17,,Fifty years in retrospect / Castlemaine Perkins Limited,nla.obj-52771375,https://trove.nla.gov.au/work/19224581,
,"Partridge, C",1864-1998,Book,http://nla.gov.au/nla.obj-102480761,50,,"Calumny refuted, the colonists vindicated, and the right horse saddled ; or a brief review of mis-government in New Zealand, the cause of the native rebellion / by C. Partridge",nla.obj-102480761,https://trove.nla.gov.au/work/19224794,
,Government Savings Bank of New South Wales,1929,Book,http://nla.gov.au/nla.obj-43636436,46,,"Government Savings Bank of N.S.W., Advances for Home Department",nla.obj-43636436,https://trove.nla.gov.au/work/19225283,
,"Pasley, C",1862,Book,http://nla.gov.au/nla.obj-103545586,46,,"Sketch of the war in New Zealand, 1860-61 : with a brief account of the early history of the colony / by Major Pasley",nla.obj-103545586,https://trove.nla.gov.au/work/19225588,
,"Richardson, H. F",1888,Book,http://nla.gov.au/nla.obj-43921206,16,,"Catalogue, magnificent collection of native weapons, rare stuffed birds, insects, fish, coins, &c. &c. : to be sold at auction by H.F. Richardson under instructions from the executors in the estate of the late Mr H.A. Smith of Batesford : Wednesday May 2, 1888 ... in the Exhibition Hall, Market Square, Geelong",nla.obj-43921206,https://trove.nla.gov.au/work/19225657,
,"Williams, Ruth C",1945,Book,http://nla.gov.au/nla.obj-17270008,138,,Pirates' gold / by Ruth C. Williams ; illustrated by Rhys Williams,nla.obj-17270008,https://trove.nla.gov.au/work/19225705,
,"Victor, Albert J",1855,Book,http://nla.gov.au/nla.obj-103557361,56,,"Horrors of Russian rule, and barbarous cruelties of the Grand Duke Alexander, now Emperor of Russia, as they came under the personal observation of a Polish exile, who with four hundred other prisoners recently made his escape from Siberia",nla.obj-103557361,https://trove.nla.gov.au/work/19226108,
,Vindex,1890,Book,http://nla.gov.au/nla.obj-103550448,40,,The great refusal / by Vindex,nla.obj-103550448,https://trove.nla.gov.au/work/19226112,
,"Glynn, P. McM. (Patrick McMahon), 1855-1931",1915,Book,http://nla.gov.au/nla.obj-103545681,8,,"""Some aspects of the war"" : lecture by the Hon. P. McMahon Glynn, M.H.R",nla.obj-103545681,https://trove.nla.gov.au/work/19226149,
,"Pratten, H. E. (Herbert Edward), 1865-",1911-1914,Book,http://nla.gov.au/nla.obj-52864470,66,,Through Orient to Occident / by H.E. Pratten,nla.obj-52864470,https://trove.nla.gov.au/work/19226158,
,"Allan, Mary W",1917,Book,http://nla.gov.au/nla.obj-52867472,82,,A casket of memories / by Mary W. Allan,nla.obj-52867472,https://trove.nla.gov.au/work/19226360,
,H.E.C. Robinson Pty Ltd,1940,Book,http://nla.gov.au/nla.obj-52859370,55,,Robinson's modern school atlas of the world / compiled & published by H.E.C. Robinson Pty. Ltd,nla.obj-52859370,https://trove.nla.gov.au/work/19226776,
,"Citizens' Committee on the Cost of Living (Hobart, Tas.)",1919,Book,http://nla.gov.au/nla.obj-52807114,25,,Report of Citizens' Committee on the Cost of Living / with a preface by D.B. Copland,nla.obj-52807114,https://trove.nla.gov.au/work/19227372,
,,1918,Book,http://nla.gov.au/nla.obj-9867316,36,,"The 23rd Battalion, A.I.F. souvenir",nla.obj-9867316,https://trove.nla.gov.au/work/19227745,
,"Roberts, Emma, 1794?-1840",1839,Book,http://nla.gov.au/nla.obj-113224646,88,,Notices of the north-west coast of Australia and Arafura sea / by Emma Roberts,nla.obj-113224646,https://trove.nla.gov.au/work/19228560,
,"Milne, R. L",1868,Book,http://nla.gov.au/nla.obj-103573458,4,,A letter on colonization in Australia / by Captain Milne,nla.obj-103573458,https://trove.nla.gov.au/work/19228623,
,"Lindsay, David, 1856-1922",1909,Book,http://nla.gov.au/nla.obj-103567428,8,,"The Northern Territory transfer : a reply to Messrs. Gwynneth, Wilson and Burton, and the Melbourne Age and Sydney Daily Telegraph / by David Lindsay",nla.obj-103567428,https://trove.nla.gov.au/work/19228657,
,,1864,Book,http://nla.gov.au/nla.obj-103558551,4,,Northern Territory of South Australia : sales of town and country sections of land ... ..,nla.obj-103558551,https://trove.nla.gov.au/work/19228668,
,,1884,Book,http://nla.gov.au/nla.obj-358194567,6,,New South Wales,nla.obj-358194567,https://trove.nla.gov.au/work/19229377,
,,1884,Book,http://nla.gov.au/nla.obj-357694710,24,,Australian heroes,nla.obj-357694710,https://trove.nla.gov.au/work/19229456,
,"Stirling, James, Sir, 1791-1865",1831,Book,http://nla.gov.au/nla.obj-357706344,4,,Private letter from Governor Stirling (Swan River Settlement) to Mr. Barrow,nla.obj-357706344,https://trove.nla.gov.au/work/19229495,
,"Clow, Margaret",1914,Book,http://nla.gov.au/nla.obj-506807769,78,,How I spent a fortnight at Kuranda / by Margaret Clow,nla.obj-506807769,https://trove.nla.gov.au/work/19229534,
,Commonwealth Rationing Commission (Australia),1943,Book,http://nla.gov.au/nla.obj-52858770,32,,Get the right angle on rationing : answers to your coupon queries / issued by the Commonwealth Rationing Commission,nla.obj-52858770,https://trove.nla.gov.au/work/19229904,
,"Parsons, J. Langdon, 1837-1903",1891,Book,http://nla.gov.au/nla.obj-103664680,19,,The products of the Northern Territory : lecture delivered before the School of Mines and Industries / by J. Langdon Parsons,nla.obj-103664680,https://trove.nla.gov.au/work/19230226,
,"Harris, W. (William), 1776?-1830",1831,Book,http://nla.gov.au/nla.obj-358458989,8,,"Wales, New South",nla.obj-358458989,https://trove.nla.gov.au/work/19230760,
,"Keber, Agathon",1864,Book,http://nla.gov.au/nla.obj-358791862,24,,Erweiterung unserer Kenntniss Neuhollands seit d. J. 1840 / vom Oberlehrer Dr. Keber,nla.obj-358791862,https://trove.nla.gov.au/work/19230768,
,"Hardy, Thomas, 1830-1912",1885,Book,http://nla.gov.au/nla.obj-52756678,143,,Notes on vineyards in America and Europe / by Thomas Hardy,nla.obj-52756678,https://trove.nla.gov.au/work/19231068,
,"Benedict, Ruth, 1887-1948",1952,Book,http://nla.gov.au/nla.obj-52888776,59,,"Thai culture and behavior : an unpublished war-time study dated September, 1943 / Ruth Benedict",nla.obj-52888776,https://trove.nla.gov.au/work/19231317,
,"Billing, Minnie, 1869-1901",1930,Book,http://nla.gov.au/nla.obj-52798815,132,,Sister Minnie's (Billing) life and work in Papua : introduction by L. Bromilow,nla.obj-52798815,https://trove.nla.gov.au/work/19231521,
,"McRae, Alex",1881,Book,http://nla.gov.au/nla.obj-43388592,5,,"Report of a trip to the Fitzroy River from Roebuck Bay, in the year 1866 / by Alex. McRae",nla.obj-43388592,https://trove.nla.gov.au/work/19231525,
,New South Wales. Legislative Council,1853,Book,http://nla.gov.au/nla.obj-358467244,12,,"The Constitution Act of 1853, with the Act of Parliament of 1855 and accompanying Despatch from The Secretary of State",nla.obj-358467244,https://trove.nla.gov.au/work/19231667,
,"Elkin, A. P. (Adolphus Peter), 1891-1979",1946,Book,http://nla.gov.au/nla.obj-525277957,12,,Aborigines and the franchise : facts and suggestions / by Professor A.P. Elkin,nla.obj-525277957,https://trove.nla.gov.au/work/19231952,
,,1801,Book,http://nla.gov.au/nla.obj-52887694,77,,Tusi Nalegaana ni Nalotuana pae Nguna go Tongoa ni New Hebrides,nla.obj-52887694,https://trove.nla.gov.au/work/19232013,
,Great Britain. Parliament,1885,Book,http://nla.gov.au/nla.obj-52860454,221,,"New Guinea and the Western Pacific Islands : further correspondence respecting New Guinea and other islands in the Western Pacific Ocean (In continuation of [c,-4273] Feburary 1885)",nla.obj-52860454,https://trove.nla.gov.au/work/19233230,
,Victoria. Department of Health,2014,Digital Publication,http://nla.gov.au/nla.obj-708963304,0,,"Electroconvulsive treatment (adult patient) : statement of rights / State Government Victoria, Department of Health",nla.obj-708963304,https://trove.nla.gov.au/work/192332984,
,,1846,Book,http://nla.gov.au/nla.obj-97606129,74,,Description of the New Hebrides group of islands in the South Pacific Ocean : showing the advantages to be derived from the formation of a settlement on one of the islands ... ..,nla.obj-97606129,https://trove.nla.gov.au/work/19233573,
,,1936,Book,http://nla.gov.au/nla.obj-385321098,19,,"Admiral Arthur Phillip, R.N. founder and first governor of Australia : addresses given on the occasion of fourth annual service of thanksgiving and reception, Tuesday, October 13th, 1936",nla.obj-385321098,https://trove.nla.gov.au/work/19234141,
,Apex Club of Alice Springs,1971,Book,http://nla.gov.au/nla.obj-84089942,1,,"Apex Club of Alice Springs third annual Alice Springs rodeo, Saturday, August 14, 1971",nla.obj-84089942,https://trove.nla.gov.au/work/192346984,
,,1700-1800,Book,http://nla.gov.au/nla.obj-302569893,124,,[Taoist manual : Chinese manuscript],nla.obj-302569893,https://trove.nla.gov.au/work/192353956,
,,1940-1949,Book,http://nla.gov.au/nla.obj-184118456,52,,"The New Idea book of home dressmaking : covering every phase of cutting, assembling and making clothes",nla.obj-184118456,https://trove.nla.gov.au/work/192361766,
,"Leggatt, T. Watt",1897,Book,http://nla.gov.au/nla.obj-42938053,48,,Morning rays on Malekula / T. Watt Leggatt,nla.obj-42938053,https://trove.nla.gov.au/work/19236409,
,"Statter, Dover",1856,Book,http://nla.gov.au/nla.obj-52853432,39,,"The decimal system, as a whole, in its relation to time, measure, weight, capacity, and money, in unison with each other / by Dover Statter",nla.obj-52853432,https://trove.nla.gov.au/work/19236648,
,Kangaroo,1945,Book,http://nla.gov.au/nla.obj-363624486,26,,"The spirit of St. George in action : the chief explorer of Australia, Captain Matthew Flinders, R.N., his life and times, 1774-1814 / by Kangaroo",nla.obj-363624486,https://trove.nla.gov.au/work/19237083,
,"Nystrom, J. W",1854,Book,http://nla.gov.au/nla.obj-52873652,45,,Description and key to Nystrom's calculator : with practical rules and examples for using the same / by J. W. Nystrom,nla.obj-52873652,https://trove.nla.gov.au/work/19237131,
,Country Press Co-operative Company of Australia,1930,Book,http://nla.gov.au/nla.obj-638625380,53,,Our book of optimism : what country mayors think of country prospects,nla.obj-638625380,https://trove.nla.gov.au/work/19237550,
,,1910,Book,http://nla.gov.au/nla.obj-358208383,20,,Western Australia,nla.obj-358208383,https://trove.nla.gov.au/work/19239389,
,,1800-1899,Book,http://nla.gov.au/nla.obj-358145154,8,,Voyage d'Abel Tasman,nla.obj-358145154,https://trove.nla.gov.au/work/19239420,
,Excelsior Land Investment & Building Company & Bank,1887,Picture,http://nla.gov.au/nla.obj-230519722,0,,"Plans, views and particulars of the Toronto Estate, Lake Macquarie, for sale by the Excelsior Land Investment & Building Company & Bank Ltd",nla.obj-230519722,https://trove.nla.gov.au/work/19239505,
,"Thompson, Stephen, (Museum curator)",1887,Book,http://nla.gov.au/nla.obj-358146415,13,,Young Australia / [Stephen Thompson],nla.obj-358146415,https://trove.nla.gov.au/work/19239520,
,"Bell, J. C., active 1882-1883",1883,Book,http://nla.gov.au/nla.obj-99616102,14,,Amongst the Pacific islands / [J.C. Bell],nla.obj-99616102,https://trove.nla.gov.au/work/19240023,
,Presbytery of Van Diemen's Land,1863,Book,http://nla.gov.au/nla.obj-72884748,1,,Law of the church as to stipends,nla.obj-72884748,https://trove.nla.gov.au/work/19240197,
,"Bennett, F. D",1837,Book,http://nla.gov.au/nla.obj-101205481,18,,Extracts from the journal of a voyage round the globe in the years 1833-36 / by F. D. Bennett,nla.obj-101205481,https://trove.nla.gov.au/work/19240205,
,,1908,Book,http://nla.gov.au/nla.obj-101227721,10,,How Capt. Cook died : new light from an old book,nla.obj-101227721,https://trove.nla.gov.au/work/19240402,
,"Thwaites, D. L",1944-1945,Book,http://nla.gov.au/nla.obj-32208571,36,,"Blue Peter : a tale of the forest, a little boy and his pine cone goblin friends / written and illustrated by D.L. Thwaites ; revised by B.J. Thwaites",nla.obj-32208571,https://trove.nla.gov.au/work/19241216,
,"Bennett, George, active 1830-1831",1831-1832,Book,http://nla.gov.au/nla.obj-101212925,8,,A recent visit to several of the Polynesian islands / by George Bennett,nla.obj-101212925,https://trove.nla.gov.au/work/19241288,
,"Bridge, Cyprian, Sir, 1839-1924",1886,Book,http://nla.gov.au/nla.obj-101217424,30,,"Cruises in Melanesia, Micronesia, and Western Polynesia, in 1882, 1883, and 1884, and visits to New Guinea and the Louisiades in 1884 and 1885 / by Cyprian Bridge",nla.obj-101217424,https://trove.nla.gov.au/work/19241448,
,"Welbe, John",1888,Book,http://nla.gov.au/nla.obj-358462419,1,,"Captain John Welbe's proposals for establishing a company by the name of the London Adventurers for carrying on a trade to (and settling colonies in) Terra Australis, and working and improving the gold and silver mines which there abound",nla.obj-358462419,https://trove.nla.gov.au/work/19241538,
,"May, Phil, 1864-1903",1901,Book,http://nla.gov.au/nla.obj-358815673,40,,Australia : special supplement to the British Australasian and New Zealand Mail / edited by Philip Mennell,nla.obj-358815673,https://trove.nla.gov.au/work/19241555,
,"Petherick, Edward Augustus, 1847-1917",1897-1899,Book,http://nla.gov.au/nla.obj-358404507,26,,On the discovery and colonisation of Australia / by E.A. Petherick,nla.obj-358404507,https://trove.nla.gov.au/work/19241580,
,"Fitzroy, Robert, 1805-1865",1836,Book,http://nla.gov.au/nla.obj-101253616,20,,"A letter containing remarks on the moral State of Tahiti, New Zealand, &c. / by R. Fitzroy and C. Darwin",nla.obj-101253616,https://trove.nla.gov.au/work/19242042,
,"Dyson, Martin, 1830-1910",1882,Book,http://nla.gov.au/nla.obj-101243022,13,,Samoa and the Samoans / [Martin Dyson],nla.obj-101243022,https://trove.nla.gov.au/work/19242108,
,"Kirchhoff, Alfred, 1838-1907",1880,Book,http://nla.gov.au/nla.obj-108484542,52,,Die Sudseeinseln und der deutsche Sudseehandel / von Alfred Kirchhoff,nla.obj-108484542,https://trove.nla.gov.au/work/19242587,
,"Sorensen, Borup, 1888-",1944,Book,http://nla.gov.au/nla.obj-594067972,184,,Syd for stenbukkens vendekreds / Boorup Soorensen,nla.obj-594067972,https://trove.nla.gov.au/work/19242600,
,Sinensis,1887,Book,http://nla.gov.au/nla.obj-52141086,14,,"China, the sleep and the awakening : a reply to Marquis Tseng / by Sinensis",nla.obj-52141086,https://trove.nla.gov.au/work/19243168,
,"Coode, John, Sir",1879,Book,http://nla.gov.au/nla.obj-565089685,8,,Portland : report / by Sir John Coode,nla.obj-565089685,https://trove.nla.gov.au/work/19243565,
,"Coode, John, Sir, 1816-1892",1879,Book,http://nla.gov.au/nla.obj-52799811,5,,Belfast (Port Fairy) : report / by Sir John Coode,nla.obj-52799811,https://trove.nla.gov.au/work/19243592,
,"Phillips, E",1885,Multi Volume Book,http://nla.gov.au/nla.obj-468479747,186,nla.obj-468774880,Out in the Soudan : a story of the war / by E. Phillips,nla.obj-468479747,https://trove.nla.gov.au/work/19243929,1.0
,"Phillips, E",1885,Multi Volume Book,http://nla.gov.au/nla.obj-43604169,89,nla.obj-468774880,Out in the Soudan : a story of the war / by E. Phillips,nla.obj-43604169,https://trove.nla.gov.au/work/19243929,2.0
nla.obj-468479747|nla.obj-43604169,"Phillips, E",1885,Multi Volume Book,http://nla.gov.au/nla.obj-468774880,0,,Out in the Soudan : a story of the war / by E. Phillips,nla.obj-468774880,https://trove.nla.gov.au/work/19243929,
,,1843,Book,http://nla.gov.au/nla.obj-101260366,19,,Propagandism in the Pacific,nla.obj-101260366,https://trove.nla.gov.au/work/19244339,
,"Catts, J. H. (James Howard), 1878-1951",1917,Book,http://nla.gov.au/nla.obj-36540228,16,,"Imperial federation and the Commonwealth constitution : Australians, wake up! / by J.H. Catts",nla.obj-36540228,https://trove.nla.gov.au/work/19245289,
,"De Ricci, R. S",1884,Book,http://nla.gov.au/nla.obj-358492373,22,,The colonization of New Guinea / by R.S. De Ricci,nla.obj-358492373,https://trove.nla.gov.au/work/19245697,
,"Cayley, Neville W. (Neville William), 1886-1950",1918-1925,Book,http://nla.gov.au/nla.obj-36455910,9,,Our birds / by Neville W. Cayley,nla.obj-36455910,https://trove.nla.gov.au/work/19245716,
,"Robinson, Hercules George Robert, Sir, 1824-1897",1879,Book,http://nla.gov.au/nla.obj-391424187,12,,Unveiling of the Cook Statue,nla.obj-391424187,https://trove.nla.gov.au/work/19245817,
,"Burke, Jacqueline",2014,Digital Publication,http://nla.gov.au/nla.obj-715172692,0,,"A best practice manual for specialised sexual, domestic and family violence counselling / Jacqueline Burke, Elisabeth Mulder, Josephine Gravina, Hana Walker, Julie Dombrowski",nla.obj-715172692,https://trove.nla.gov.au/work/192461753,
,"Gillman, Henry Ffrench",1899,Book,http://nla.gov.au/nla.obj-200979097,66,,The pickled pasquinade / by Henry Ffrench Gillman,nla.obj-200979097,https://trove.nla.gov.au/work/19246212,
,"Stapleton, John, 1952-",2015-2016,Digital Publication,http://nla.gov.au/nla.obj-362701729,0,,Thailand: deadly destination / John Stapleton,nla.obj-362701729,https://trove.nla.gov.au/work/192462142,
,"Hindmarsh, John, Sir, 1785-1860",1892,Book,http://nla.gov.au/nla.obj-133564354,2,,"Proclamation by His Excellency John Hindmarsh...Governor and Commander- in-Chief of His Majesty's Province of South Australia : in announcing to the colonists ...the establishment of the government ... / by Robert Gouger ; [dated] Glenelg, 28th December, 1836",nla.obj-133564354,https://trove.nla.gov.au/work/19246393,
,"Tivoli Theatre (Perth, W. Aust.)",1914,Book,http://nla.gov.au/nla.obj-103715390,1,,"Rickards' Tivoli : Perth, Harry Rickards' Tivoli Theatres, Limited : Governing Director Hugh D. McIntosh",nla.obj-103715390,https://trove.nla.gov.au/work/192486944,
,"Empire Theatre (Brisbane, Qld.)",1914,Book,http://nla.gov.au/nla.obj-103715621,1,,"The Empire : direction Holland & St. John Ltd. : look at this list of stars! : Ted Holland's vaudeville entertainers : Saturday next, Aug. 30th., and every evening at 8; matinee: every Saturday, 2.30. Another mammoth bill! replete with scintillating star specialties. Very special engagement. Direct from America, and first appearance of 'Er Mey' : the perfect gymnast, a world's star specialty",nla.obj-103715621,https://trove.nla.gov.au/work/192486947,
,"Tivoli Theatre (Adelaide, S.A)",1914,Book,http://nla.gov.au/nla.obj-112630091,1,,"Rickards' Tivoli : Grote Street, Adelaide : Harry Rickards' Tivoli Theatres, Limited : Governing Director Hugh D. McIntosh : special holiday matinee, Monday, June 29 (Prince of Wales birthday), children half-price to all parts (except gallery), doors open 1.30. show commences 2.30",nla.obj-112630091,https://trove.nla.gov.au/work/192486956,
,,1881,Book,http://nla.gov.au/nla.obj-254808701,40,,"In Memoriam : the Venerable John Potter, M.A., Vicar of Christ Church Pro-Cathedral and Archdeacon of Ballaarat [ie Ballarat] : with a portrait",nla.obj-254808701,https://trove.nla.gov.au/work/19250033,
,"Tenison-Woods, J. E. (Julian Edmund), 1832-1889",1888,Book,http://nla.gov.au/nla.obj-437218206,62,,The Northern Territory of South Australia : annual report of the Government Resident. With Report by J.E. Tenison Woods on the geology and mineralogy of the Territory,nla.obj-437218206,https://trove.nla.gov.au/work/19250085,
