children,contributors,date,form,fulltext_url,pages,parent,title,trove_id,url,volume
,,1915,Book,http://nla.gov.au/nla.obj-37521178,13,,"Souvenir of Mothers' Day at Liverpool camp, 1st May, 1915",nla.obj-37521178,https://trove.nla.gov.au/work/26646756,
,"Henderson, Walter G. (Walter George)",1915,Book,http://nla.gov.au/nla.obj-38579780,97,,Foiled! : the enemy in our own land ; the thrilling experiences of detective Dunnett in his fight against the German spies in Australia / as chronicled by W. Gordon Henderson,nla.obj-38579780,https://trove.nla.gov.au/work/26646779,
,"Stevenson, Robert Louis, 1850-1894",1914-1918,Book,http://nla.gov.au/nla.obj-48802215,8,,"Prayers : adapted to these times of national and domestic sorrow, from those written by R.L. Stevenson in Samoa",nla.obj-48802215,https://trove.nla.gov.au/work/26646821,
,"Scott, J. M. (James Morris)",1916,Book,http://nla.gov.au/nla.obj-35064603,66,,"The little book, the circulating sovereign (1st January, 1916) on banking and this war ... / J.M. Scott",nla.obj-35064603,https://trove.nla.gov.au/work/26646888,
,"Connolly, James, 1868-1916",1918,Book,http://nla.gov.au/nla.obj-37529666,16,,"The dying socialist to his son, a legacy : and other verses / by James Connolly",nla.obj-37529666,https://trove.nla.gov.au/work/26647222,
,"Price, J. M",1918,Book,http://nla.gov.au/nla.obj-35071933,25,,The world under one roof / by J.M. Price,nla.obj-35071933,https://trove.nla.gov.au/work/26647283,
,"Pankhurst, Adela, 1885-1961",1917,Book,http://nla.gov.au/nla.obj-35074730,31,,"After the war what? : being papers on The Duties of labor, and, The Unity and morality of the nation / by Adela Pankhurst",nla.obj-35074730,https://trove.nla.gov.au/work/26647335,
,"Jephcott, George K",1916,Book,http://nla.gov.au/nla.obj-35078988,10,,The great crisis. Conscription / by George K. Jephcott,nla.obj-35078988,https://trove.nla.gov.au/work/26647441,
,"Leenhardt, Maurice, 1878-1954",1918,Book,http://nla.gov.au/nla.obj-46501566,19,,"Discours prononce au culte d'actions de graces a l'occasion de la victoire : dans le temple de Noumea, le 1er Decembre, 1918 / par M. Maurice Leenhardt",nla.obj-46501566,https://trove.nla.gov.au/work/26647492,
,"Holland, H. E. (Henry Edmund), 1868-1933",1918,Book,http://nla.gov.au/nla.obj-46518542,19,,Samoa : a story that teems with tragedy / by H.E. Holland,nla.obj-46518542,https://trove.nla.gov.au/work/26649223,
,United Federation of Labour (New Zealand),1917,Book,http://nla.gov.au/nla.obj-48814332,4,,Labour and conscription,nla.obj-48814332,https://trove.nla.gov.au/work/26649238,
,"Radford, L. B. (Lewis Bostock), 1869-1937",1919,Book,http://nla.gov.au/nla.obj-35080142,16,,"Peace problems of European nationalism / address by Dr. Radford, Bishop of Goulburn",nla.obj-35080142,https://trove.nla.gov.au/work/26649290,
,"Armstrong, Douglas B. (Douglas Brawn), 1888-",1914,Book,http://nla.gov.au/nla.obj-48815066,84,,Postage stamps of war (1854 - 1914) / by Douglas B. Armstrong,nla.obj-48815066,https://trove.nla.gov.au/work/26649382,
,"Welcome Home to the Original Anzacs' Committee (Sydney, N.S.W.)",1918,Book,http://nla.gov.au/nla.obj-35081946,14,,Programme : welcome home to the original Anzacs / arranged by the Citizens' Welcome Home to the Original Anzacs Committee,nla.obj-35081946,https://trove.nla.gov.au/work/26649402,
,"Creed, John Mildred, 1842-1930",1914-1918,Book,http://nla.gov.au/nla.obj-37532341,34,,The German peril : neglected forecasts / by J. Mildred Creed,nla.obj-37532341,https://trove.nla.gov.au/work/26649431,
,"Melville, Fred J. (Fred John), 1882-1940",1915,Book,http://nla.gov.au/nla.obj-48826522,167,,The postage stamp in war / by Fred. J. Melville,nla.obj-48826522,https://trove.nla.gov.au/work/26649459,
,"Lamb, E. Beaufils",1917,Book,http://nla.gov.au/nla.obj-348703944,1,,Who rides to-day? / E. Beaufils Lamb,nla.obj-348703944,https://trove.nla.gov.au/work/26652976,
,"Jones, John",1915-1918,Book,http://nla.gov.au/nla.obj-348703284,1,,"The Australian brave and all the British Dominion / a song composed by John Jones, ""the Welsh poet""",nla.obj-348703284,https://trove.nla.gov.au/work/26653040,
,"Cook, Chas. J",1914-1918,Book,http://nla.gov.au/nla.obj-348704176,1,,It's a long way to dear Australia,nla.obj-348704176,https://trove.nla.gov.au/work/26653054,
,"James, B. P., -1918",1916,Book,http://nla.gov.au/nla.obj-348704588,1,,Patriotic poem : advance to the front Australians / composed by B.P. James,nla.obj-348704588,https://trove.nla.gov.au/work/26653177,
,"Rochester, A",1914-1918,Book,http://nla.gov.au/nla.obj-343547770,1,,The Belgian warrior's dream / composed and written by A. Rochester,nla.obj-343547770,https://trove.nla.gov.au/work/26653227,
,"Harrison, Frederic, 1831-1923",1917,Book,http://nla.gov.au/nla.obj-35122256,10,,"America and Ireland, Ireland's dilemma / by Frederick [i.e., Frederic] Harrison",nla.obj-35122256,https://trove.nla.gov.au/work/26653278,
,"Hillis, Newell Dwight, 1858-1929",1916,Book,http://nla.gov.au/nla.obj-46520658,18,,Murder most foul! / by Newell Dwight Hillis,nla.obj-46520658,https://trove.nla.gov.au/work/26653320,
,"Urabi, Ahmad, 1840 or 41-1911",1914-1918,Book,http://nla.gov.au/nla.obj-37536107,26,,Nach dem Sturm : (after the storm) : a prediction of the downfall of the British Empire / by Arabi Pasha ; translated from the German,nla.obj-37536107,https://trove.nla.gov.au/work/26653330,
,"Todd, Ellen Joy, 1860-1948",1917,Book,http://nla.gov.au/nla.obj-35123264,44,,Rhymes at random / by the editor of The woman's budget,nla.obj-35123264,https://trove.nla.gov.au/work/26653393,
,Citizens' War Chest Fund (N.S.W.),1917,Book,http://nla.gov.au/nla.obj-37545603,156,,The War chest cookery book,nla.obj-37545603,https://trove.nla.gov.au/work/26653596,
,,1917,Book,http://nla.gov.au/nla.obj-46526853,56,,... et la lumiere se fait,nla.obj-46526853,https://trove.nla.gov.au/work/26653777,
,"Mackay, James Alexander Kenneth, 1859-1935",1915-1920,Book,http://nla.gov.au/nla.obj-37581788,7,,Australian Army Reserve / issued by Defence Department,nla.obj-37581788,https://trove.nla.gov.au/work/26654058,
,,1917,Book,http://nla.gov.au/nla.obj-37583588,24,,What follows the war,nla.obj-37583588,https://trove.nla.gov.au/work/26654112,
,"Bainbridge, Oliver",1919,Book,http://nla.gov.au/nla.obj-37586247,43,,"India, the pivot of the empire / by Oliver Bainbridge",nla.obj-37586247,https://trove.nla.gov.au/work/26654334,
,"Davidson, Rodney, 1933-",1846,Book,https://nla.gov.au/nla.obj-488663354,0,,Issue of depasturing licenses,nla.obj-488663354,https://trove.nla.gov.au/work/26656382,
,"Binks, Walter Samuel",1916,Book,http://nla.gov.au/nla.obj-35138101,13,,"When war ceases, or, The world's greatest growing pain / by Walter Samuel Binks",nla.obj-35138101,https://trove.nla.gov.au/work/26657811,
,"Waddy, Stacy, 1875-1937",1915,Book,http://nla.gov.au/nla.obj-35152724,107,,John the jack : a story for children adapted from ... Victor Hugo's Les miserables / by Stacy Waddy,nla.obj-35152724,https://trove.nla.gov.au/work/26657968,
,"Webb, B. Linden",1915,Book,http://nla.gov.au/nla.obj-52685703,47,,The religious significance of the war / by B. Linden Webb ; with foreword by W.H. Beale,nla.obj-52685703,https://trove.nla.gov.au/work/26658008,
,"Johnson, S. Clarke",1918,Book,http://nla.gov.au/nla.obj-48917137,1,,The Prince of peace : hymn of thanksgiving / S. Clarke Johnson,nla.obj-48917137,https://trove.nla.gov.au/work/26658042,
,,1914-1915,Book,http://nla.gov.au/nla.obj-35177135,19,,The French yellow book : revelations of German guilt : official documents issued in France : a remarkable series of disclosures,nla.obj-35177135,https://trove.nla.gov.au/work/26658073,
,Council for Civic and Moral Advancement,1916,Book,http://nla.gov.au/nla.obj-35209974,12,,"The case against ""the Stadium"" in war time / as stated by the Representatives of the Council for Civic and Moral Advancement, Sydney",nla.obj-35209974,https://trove.nla.gov.au/work/26658107,
,"Marshall, Alex",1917,Book,http://nla.gov.au/nla.obj-35290389,24,,Ideal humanity : sermon / by Alex. Marshall,nla.obj-35290389,https://trove.nla.gov.au/work/26658130,
,,1919,Book,http://nla.gov.au/nla.obj-37608103,20,,"Souvenir of peace celebrations, Sydney, Saturday July 19, 1919",nla.obj-37608103,https://trove.nla.gov.au/work/26658219,
,"Brock, John",1917,Book,http://nla.gov.au/nla.obj-35181663,18,,Love and liberty versus materialism and force / [John Brock],nla.obj-35181663,https://trove.nla.gov.au/work/26658238,
,"Urquhart, H. R",1915,Book,http://nla.gov.au/nla.obj-48917348,65,,Christianity and war : a challenge to the churches / H.R. Urquhart,nla.obj-48917348,https://trove.nla.gov.au/work/26658266,
,"Turner, Henry Gyles, 1831-1920",1916,Book,http://nla.gov.au/nla.obj-35184473,35,,"The war, with some thoughts on its aftermath in Australia / by Henry Gyles Turner",nla.obj-35184473,https://trove.nla.gov.au/work/26658305,
,"Harding, William",1916,Book,http://nla.gov.au/nla.obj-35143487,51,,"The policy of the future after the war : how Germany should be treated and controlled, and how permanent peace, commercial and industrial progress, and the federation of all nations may be attained / by William Harding",nla.obj-35143487,https://trove.nla.gov.au/work/26658350,
,"Wells, E",1919,Book,http://nla.gov.au/nla.obj-37613861,26,,"An Anzac's experiences on Gallipoli, France and Belgium / by E. Wells, a returned soldier",nla.obj-37613861,https://trove.nla.gov.au/work/26658389,
,Brighton Society for the Re-adaptation of Soldiers (Vic.),1910-1919,Book,http://nla.gov.au/nla.obj-35307804,12,,Rules / The Brighton Society for the Re-adaptation of Soldiers,nla.obj-35307804,https://trove.nla.gov.au/work/26658497,
,Australia. Army. Australian Imperial Force (1914-1921),1916,Book,http://nla.gov.au/nla.obj-37794760,15,,"Standing orders for A.I.F. Camp, Kiama",nla.obj-37794760,https://trove.nla.gov.au/work/26658739,
,"Howard, Henry, 1859-1933",1918,Book,http://nla.gov.au/nla.obj-38603937,11,,"The sleepless vigil of the fleet : an address to the S.A. Branch of the Navy League on May 31, 1918 to celebrate the second anniversary of the Battle of Jutland / by Rev. Henry Howard",nla.obj-38603937,https://trove.nla.gov.au/work/26658763,
,Navy League (Great Britain),1917,Book,http://nla.gov.au/nla.obj-37616742,11,,"Statement of the naval situation : official / issued by the Navy League, London",nla.obj-37616742,https://trove.nla.gov.au/work/26658809,
,"Macintyre, Ronald G. (Ronald George), 1863-1954",1919,Book,http://nla.gov.au/nla.obj-36280016,17,,"Peace thanksgiving : ""Laus Deo"" / by R.G. Macintyre ; preached in St. Stephen's Church, Sydney, on 6th July, 1919",nla.obj-36280016,https://trove.nla.gov.au/work/26658932,
,"Ryan, Thomas, 1870-1943",1917,Book,http://nla.gov.au/nla.obj-35190119,23,,"National preservation : a plea / by Thomas Ryan, delivered at Moonee Ponds Town Hall, Thursday, Nov. 8, 1917",nla.obj-35190119,https://trove.nla.gov.au/work/26658955,
,Australia. Department of Defence. Office of the Deputy Chief Censor,1917,Book,http://nla.gov.au/nla.obj-35388295,18,,"Rules for the censorship of the press : revised to 31st January, 1917 / issued by the authority of the Deputy Chief Censor (Australia)",nla.obj-35388295,https://trove.nla.gov.au/work/26658989,
,"Lewis, W",1914-1918,Book,http://nla.gov.au/nla.obj-142002,14,,Potsdam poison / by W. Lewis,nla.obj-142002,https://trove.nla.gov.au/work/26658998,
,"Jeffrey, George",1918,Book,http://nla.gov.au/nla.obj-35140592,26,,No peace without victory : an appeal to commonsense / by George Jeffrey,nla.obj-35140592,https://trove.nla.gov.au/work/26661158,
,Young Men's Christian Associations of Australia,1910-1919,Book,http://nla.gov.au/nla.obj-37603464,41,,With our boys at the front,nla.obj-37603464,https://trove.nla.gov.au/work/26661214,
,"Hogan, Stanislaus M",1915,Book,http://nla.gov.au/nla.obj-35279203,10,,"Our duty in war time : a sermon preached in St. Francis Xavier's Cathedral, Adelaide on the day of intercession, 3rd January, 1915 / by Stanislaus M. Hogan",nla.obj-35279203,https://trove.nla.gov.au/work/26661410,
,Young Men's Christian Associations of Australia,1914-1918,Book,http://nla.gov.au/nla.obj-35201573,50,,At home and at the front : a story of Y.M.C.A. army work,nla.obj-35201573,https://trove.nla.gov.au/work/26661499,
,"Hoare, Benjamin, 1842-1928",1919,Book,http://nla.gov.au/nla.obj-61827191,16,,Trade after the war / by Benj. Hoare,nla.obj-61827191,https://trove.nla.gov.au/work/26661518,
,"Campbell, A. P. (Alexander Petrie), 1881-",1917,Book,http://nla.gov.au/nla.obj-35200086,13,,Why do these men thus die? : address / by A.P. Campbell,nla.obj-35200086,https://trove.nla.gov.au/work/26661602,
,"Woolf, J. (Joseph)",1915,Book,http://nla.gov.au/nla.obj-37617976,20,,"Summary of the evidence in the Gunner Perry inquiry / by J. Woolf, counsel for Dr. Maloney, as supplied to Philip Cohen",nla.obj-37617976,https://trove.nla.gov.au/work/26661625,
,"Berry, D. M. (Digby Marsh)",1915-1917,Book,http://nla.gov.au/nla.obj-35658639,24,,Pope and Kaiser : is Rome pro-German? : a lecture / by Digby Berry,nla.obj-35658639,https://trove.nla.gov.au/work/26661637,
,"Carter, F. Lutton",1914,Book,http://nla.gov.au/nla.obj-50306012,87,,"The conflagration in Europe : giving details of Western Frontier, armies, railways, roads, military difficulties, historical and statistical information, etc. / by F. Lutton Carter",nla.obj-50306012,https://trove.nla.gov.au/work/26661727,
,Young Men's Christian Associations of Australia,1916,Book,http://nla.gov.au/nla.obj-37737810,50,,"Cheero Australians : being Christmas and New Year Greetings to the officers and men of the A.I.F., with some views of the homeland",nla.obj-37737810,https://trove.nla.gov.au/work/26661842,
,"Hawkes, R. J. (Robert Joseph), 1865-",1916,Book,http://nla.gov.au/nla.obj-35211881,16,,"National economy, national responsibility : an appeal by an Australian to his fellow-countrymen / published with the permission of the State War Council",nla.obj-35211881,https://trove.nla.gov.au/work/26662118,
,"Barnet, D. McK. (Donald McKay)",1917,Book,http://nla.gov.au/nla.obj-36281901,18,,How to get near our dead : a word of consolation to those who have lost loved ones at the front / by D. McK. Barnet,nla.obj-36281901,https://trove.nla.gov.au/work/26662145,
,Australia. Treasury,1919,Book,http://nla.gov.au/nla.obj-37643085,18,,The peace loan : information for speakers and other honorary workers,nla.obj-37643085,https://trove.nla.gov.au/work/26662162,
,"Green, James, 1865-1948",1920-1929,Book,http://nla.gov.au/nla.obj-37647081,30,,The angels of Mons / [by James Green],nla.obj-37647081,https://trove.nla.gov.au/work/26662200,
,"Jaweesh, N. I",1915,Book,http://nla.gov.au/nla.obj-37651638,92,,"The Nile present to the gallant British forces : an easy and quick method for learning to read and speak the colloquial and literary Arabic language, ... / by N. I. Jaweesh",nla.obj-37651638,https://trove.nla.gov.au/work/26662239,
,South Africa Gifts and Comforts Committee,1914-1918,Book,http://nla.gov.au/nla.obj-37650401,11,,Handbook for sailors and soldiers,nla.obj-37650401,https://trove.nla.gov.au/work/26662261,
,"Dalley, W. B. (William Bede)",1919,Book,http://nla.gov.au/nla.obj-37631363,92,,"The case for the Diggers : to Mr Hughes, K.C. / by W.B. Dalley, ""Smith's Weekly.""",nla.obj-37631363,https://trove.nla.gov.au/work/26662315,
,"Herzog, Siegfried, 1868-",1919,Book,http://nla.gov.au/nla.obj-37674351,216,,"The Hun's peace bludgeon : the German plan to dominate the trade of the world / drawn up by S. Herzog ; translated from the original German by M.L. Turrentine ; with a special introduction by Herbert Hoover, Vernon Kellogg and Frederic C. Walcott",nla.obj-37674351,https://trove.nla.gov.au/work/26663302,
,"Stretch, Carlos",1910-1919,Book,http://nla.gov.au/nla.obj-37709097,46,,Private prayers for those on active service / compiled by Carlos Stretch,nla.obj-37709097,https://trove.nla.gov.au/work/26663349,
,Young Men's Christian Associations of Australia,1918,Book,http://nla.gov.au/nla.obj-37715290,11,,Facts and figures concerning Y.M.C.A. war service,nla.obj-37715290,https://trove.nla.gov.au/work/26663398,
,"Hughes, W. M. (William Morris), 1862-1952",1919,Book,http://nla.gov.au/nla.obj-35232418,11,,A tribute to Australian valour / by W.M. Hughes,nla.obj-35232418,https://trove.nla.gov.au/work/26663433,
,,1915-1925,Book,http://nla.gov.au/nla.obj-37713950,12,,Friends of Armenia,nla.obj-37713950,https://trove.nla.gov.au/work/26663480,
,,1920-1929,Book,http://nla.gov.au/nla.obj-35233839,15,,"Complete nominal roll of the 8th Australian Brigade, Light Trench, Mortar Battery",nla.obj-35233839,https://trove.nla.gov.au/work/26663554,
,"Thomas, J. F",1917,Book,http://nla.gov.au/nla.obj-38623389,18,,"In time of war: The recruiting problem - ""help our mates"" : an address to fellow Australians / by J.F. Thomas",nla.obj-38623389,https://trove.nla.gov.au/work/26664764,
,Commonwealth Bureau of Census and Statistics (Australia),1915,Book,http://nla.gov.au/nla.obj-36283798,34,,War census : handbook for public guidance in filling up war census cards / compiled from information issued by Bureau of Census and Statistics,nla.obj-36283798,https://trove.nla.gov.au/work/26664835,
